/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_433.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_433.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_433.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_511.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_511.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_511.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_588.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_588.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_588.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_656.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_656.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_656.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_727.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_727.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_727.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_803.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_803.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_803.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_882.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_882.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_882.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_02_957.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_02_957.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_02_957.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_03_029.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_03_029.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_03_029.jpg, 0
/Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/left_2017_07_20_23_14_03_108.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/center_2017_07_20_23_14_03_108.jpg, /Users/Toda/Udacity/CarND-Behavioral-Cloning-P3/recovery_data/IMG/right_2017_07_20_23_14_03_108.jpg, 0
